location,time_posted,Mileage,Vehicle_color,Price,Vehicle_condition,engine_size,year,gearbox,brand,model,car_body,fuel,horsepower
Ariana,90.0,40000.0,Gris,74000.0,Avec kilométrage,1.6,2020.0,Manuelle,Ford,Escort,4 x 4,Essence,7.0
Ariana,90.0,133000.0,Rouge,37000.0,Avec kilométrage,1.4,2021.0,Automatique,Renault,Clio,Compacte,Essence,5.0
Médenine,90.0,120000.0,Rouge,38500.0,Avec kilométrage,1.6,2019.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Tunis,90.0,27892.0,Noir,169500.0,Avec kilométrage,1.4,2022.0,Automatique,Mercedes-Benz,Classe GLA,Compacte,Essence,7.0
Sousse,90.0,300000.0,Gris,45000.0,Avec kilométrage,1.7,2016.0,Manuelle,Ssangyong,Actyon,Pick up,Diesel,7.0
Médenine,90.0,140.0,Noir,94000.0,Nouveau,1.5,2021.0,Manuelle,Volkswagen,Golf 8,Berline,Essence,7.0
Tunis,90.0,116000.0,Gris,1111.0,Nouveau,1.2,2021.0,Manuelle,Peugeot,208,Autres,Essence,4.0
Bizerte,90.0,900000.0,Noir,36499.0,Avec kilométrage,1.5,2017.0,Manuelle,Autres,Autres,Berline,Essence,6.0
Kébili,90.0,236000.0,Blanc,37000.0,Avec kilométrage,1.6,2011.0,Manuelle,Volkswagen,Golf 6,Autres,Diesel,6.0
Ariana,90.0,17000.0,Gris,124998.0,Avec kilométrage,1.5,2023.0,Automatique,Haval,H6,4 x 4,Essence,8.0
Tunis,90.0,134000.0,Noir,22000.0,Avec kilométrage,2.0,2002.0,Manuelle,Chrysler,PT Cruiser,Autres,Essence,9.0
Tunis,90.0,136000.0,Bleu,51000.0,Avec kilométrage,1.4,2019.0,Manuelle,Ssangyong,Actyon,Autres,Essence,7.0
Sfax,90.0,163000.0,Blanc,30000.0,Avec kilométrage,1.2,2012.0,Manuelle,Ford,Fiesta,Compacte,Essence,5.0
Sousse,90.0,83998.0,Noir,111111.0,Avec kilométrage,1.6,2018.0,Manuelle,Autres,Autres,Pick up,Diesel,9.0
Sousse,90.0,90000.0,Noir,24500.0,Avec kilométrage,1.2,2021.0,Manuelle,Peugeot,301,Compacte,Essence,5.0
Siliana,90.0,183.0,Blanc,26500.0,Nouveau,1.5,2018.0,Manuelle,Chery,A3,Autres,Essence,55000000.0
Mahdia,90.0,126000.0,Noir,53000.0,Nouveau,1.6,2019.0,Manuelle,Renault,Clio,Berline,Essence,5.0
Tunis,90.0,203000.0,Blanc,32000.0,Avec kilométrage,1.2,2015.0,Manuelle,Hyundai,Grand i10,Compacte,Essence,5.0
Ben Arous,90.0,101000.0,Blanc,33000.0,Avec kilométrage,1.2,2019.0,Manuelle,Fiat,Fiorino,Utilitaire,Diesel,5.0
Nabeul,90.0,250000.0,Noir,39800.0,Avec kilométrage,1.6,2013.0,Manuelle,Volkswagen,Golf,Berline,Diesel,5.0
Sousse,90.0,95000.0,Noir,78000.0,Avec kilométrage,2.0,2020.0,Automatique,Skoda,Octavia,Berline,Diesel,8.0
Sousse,90.0,85000.0,Bleu,34000.0,Avec kilométrage,1.6,2020.0,Automatique,Suzuki,Celerio,Autres,Essence,4.0
Tunis,90.0,29000.0,Noir,29000.0,Avec kilométrage,1.2,2016.0,Manuelle,Citroen,C-Elysée,Berline,Essence,5.0
Jendouba,90.0,65000.0,Noir,90000.0,Avec kilométrage,1.6,2020.0,Manuelle,Kia,Sportage,4 x 4,Hybride,7.0
Ariana,90.0,95000.0,Argent,32000.0,Nouveau,1.6,2018.0,Manuelle,Peugeot,208,Compacte,Essence,5.0
Gabès,90.0,260.0,Blanc,123456.0,RS,2.2,2014.0,Manuelle,Peugeot,Boxer,Utilitaire,Diesel,7.0
Gabès,90.0,201000.0,Blanc,28600.0,Avec kilométrage,1.2,2013.0,Manuelle,Volkswagen,Polo,Compacte,Essence,5.0
Nabeul,90.0,52000.0,Rouge,49600.0,Avec kilométrage,1.2,2021.0,Manuelle,Fiat,500,Autres,Essence,4.0
Ben Arous,90.0,39000.0,Blanc,40000.0,Avec kilométrage,1.5,2021.0,Manuelle,Dacia,Dokker,Utilitaire,Diesel,5.0
Ben Arous,90.0,287000.0,Noir,22000.0,Avec kilométrage,1.6,2007.0,Manuelle,Volkswagen,Golf 5,Autres,Essence,5.0
Ariana,90.0,210000.0,Noir,24000.0,Avec kilométrage,1.2,2007.0,Manuelle,Renault,Clio,Utilitaire,Essence,4.0
Ariana,90.0,107000.0,Noir,60000.0,Avec kilométrage,1.2,2016.0,Automatique,Nissan,Qashqai,Compacte,Essence,6.0
Ariana,90.0,90000.0,Blanc,34000.0,Nouveau,1.5,2021.0,Manuelle,Fiat,Fiorino,Compacte,Diesel,5.0
Jendouba,90.0,150000.0,Noir,52000.0,Avec kilométrage,1.5,2016.0,Automatique,Ssangyong,Rodius,Autres,Essence,7.0
Ariana,90.0,230000.0,Noir,45000.0,Avec kilométrage,1.2,2014.0,Manuelle,Nissan,Qashqai,Monospace,Essence,6.0
Sousse,90.0,42000.0,Noir,183000.0,Avec kilométrage,2.0,2021.0,Automatique,Mercedes-Benz,Classe C,Berline,Diesel,9.0
Ben Arous,90.0,145000.0,Gris,46000.0,Avec kilométrage,1.2,2018.0,Manuelle,Ford,Focus,Compacte,Essence,6.0
Ben Arous,90.0,64000.0,Autre,36000.0,Nouveau,1.5,2020.0,Manuelle,Dacia,Dokker,Autres,Diesel,6.0
Bizerte,90.0,110.0,Bleu,35000.0,Nouveau,1.6,2017.0,Manuelle,Toyota,Yaris,Autres,Essence,4.0
Tunis,90.0,200000.0,Blanc,59000.0,Avec kilométrage,2.0,2012.0,Automatique,BMW,X1,4 x 4,Essence,9.0
Tunis,90.0,12000.0,Noir,100000.0,Avec kilométrage,1.2,2022.0,Automatique,Opel,Mokka,Autres,Essence,7.0
Tunis,90.0,65000.0,Noir,265000.0,Avec kilométrage,2.0,2020.0,Automatique,Mercedes-Benz,Classe E,Berline,Hybride,12.0
Tunis,90.0,60000.0,Rouge,44000.0,Nouveau,1.5,2020.0,Manuelle,Chery,Tiggo,Autres,Essence,6.0
Sfax,90.0,390000.0,Gris,11700.0,Avec kilométrage,1.6,1990.0,Manuelle,Opel,Kadett,Berline,Essence,6.0
Sfax,90.0,230.0,Noir,111111.0,Avec kilométrage,1.6,2005.0,Manuelle,Audi,A4,Berline,Essence,7.0
Nabeul,90.0,210.0,Noir,20500.0,Avec kilométrage,1.6,2010.0,Manuelle,Fiat,Palio,Compacte,Essence,4.0
Sousse,90.0,165000.0,Gris,20500.0,Avec kilométrage,1.2,2012.0,Manuelle,Renault,Clio,Berline,Essence,4.0
Monastir,90.0,150000.0,Noir,94761.0,Avec kilométrage,2.0,2014.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,9.0
Tunis,90.0,52000.0,Autre,75000.0,Avec kilométrage,1.2,2019.0,Automatique,Peugeot,208,Autres,Essence,5.0
Tunis,90.0,262000.0,Bleu,18000.0,Avec kilométrage,1.6,2005.0,Manuelle,Fiat,Panda,Compacte,Essence,4.0
Tunis,90.0,121.0,Noir,58000.0,Avec kilométrage,1.6,2018.0,Manuelle,Toyota,Yaris Verso,Berline,Essence,5.0
Béja,90.0,165280.0,Rouge,24500.0,Nouveau,1.4,2013.0,Manuelle,Fiat,Punto,Autres,Essence,4.0
Ben Arous,90.0,122000.0,Marron,57000.0,Avec kilométrage,1.2,2016.0,Manuelle,Renault,Kadjar,Autres,Essence,7.0
Sousse,90.0,35000.0,Gris,160000.0,Nouveau,1.6,2019.0,Automatique,Mercedes-Benz,Classe C,Berline,Diesel,7.0
Sousse,90.0,35000.0,Gris,160000.0,Nouveau,1.6,2019.0,Automatique,Mercedes-Benz,Classe C,Berline,Diesel,130.0
Tunis,90.0,192000.0,Blanc,48000.0,Avec kilométrage,1.8,2012.0,Manuelle,Audi,A4,Berline,Essence,7.0
Sousse,90.0,348.0,Bleu,17500.0,Avec kilométrage,1.2,2004.0,Manuelle,Volkswagen,Polo,Autres,Essence,5.0
Tunis,90.0,180000.0,Noir,16200.0,Avec kilométrage,1.4,2003.0,Automatique,Renault,Megane,Berline,Essence,7.0
Tunis,90.0,40000.0,Gris,75000.0,Avec kilométrage,3.5,2021.0,Manuelle,Seat,Ibiza,Autres,Essence,6.0
Monastir,90.0,95000.0,Orange,62000.0,Avec kilométrage,1.6,2019.0,Manuelle,Citroen,DS4,Berline,Essence,7.0
Tunis,90.0,100000.0,Noir,44000.0,Avec kilométrage,1.2,2021.0,Manuelle,Hyundai,I 10,Berline,Essence,5.0
Nabeul,90.0,670000.0,Blanc,13500.0,Avec kilométrage,2.4,2001.0,Manuelle,Toyota,Yaris Verso,Autres,Diesel,0.0
Zaghouan,90.0,250000.0,Bleu,17500.0,Avec kilométrage,1.6,2010.0,Manuelle,Fiat,Palio,Berline,Essence,4.0
Ariana,90.0,46000.0,Noir,158000.0,Avec kilométrage,1.5,2021.0,Automatique,Mercedes-Benz,Classe A,Autres,Essence,6.0
Nabeul,90.0,37000.0,Gris,76000.0,Avec kilométrage,1.5,2022.0,Automatique,Honda,City,Berline,Essence,6.0
Monastir,90.0,70.0,Rouge,29500.0,Nouveau,1.4,2020.0,Manuelle,Mahindra,Hover,Pick up,Essence,5.0
Ariana,90.0,136000.0,Gris,28000.0,Avec kilométrage,1.2,2014.0,Manuelle,Citroen,C3,Autres,Essence,5.0
Sfax,90.0,232000.0,Blanc,85000.0,Nouveau,1.4,2017.0,Automatique,Volkswagen,Tiguan,Autres,Essence,8.0
Sousse,90.0,104136.0,Bleu,53500.0,Avec kilométrage,1.5,2017.0,Manuelle,Ssangyong,Korando,Autres,Essence,6.0
Jendouba,90.0,200000.0,Gris,16000.0,Avec kilométrage,1.4,2005.0,Manuelle,Chevrolet,Aveo,Compacte,Essence,5.0
Tunis,90.0,238000.0,Gris,24000.0,Avec kilométrage,1.6,2007.0,Manuelle,Citroen,C4 Cactus,Compacte,Diesel,6.0
Tunis,90.0,107000.0,Gris,33000.0,Nouveau,1.6,2023.0,Automatique,Seat,Ibiza,Autres,Essence,6.0
Gabès,90.0,278000.0,Blanc,12500.0,Pièces manquantes,1.6,2009.0,Manuelle,Citroen,Jumper,Autres,Diesel,10.0
Sousse,90.0,168000.0,Blanc,27500.0,Avec kilométrage,1.6,2013.0,Manuelle,Citroen,Berlingo,Monospace,Diesel,5.0
Tunis,90.0,100000.0,Bleu,53000.0,Avec kilométrage,1.2,2019.0,Manuelle,Kia,Rio,Compacte,Essence,1248.0
Ariana,90.0,85000.0,Noir,53500.0,Avec kilométrage,1.6,2017.0,Manuelle,Mazda,3,Berline,Essence,6.0
Monastir,90.0,117000.0,Blanc,25000.0,Avec kilométrage,1.2,2014.0,Manuelle,Nissan,Micra,Compacte,Essence,5.0
Bizerte,90.0,29400.0,Gris,36000.0,Nouveau,1.2,2019.0,Manuelle,Mahindra,Hover,Autres,Essence,5.0
Tunis,90.0,130000.0,Noir,34000.0,Avec kilométrage,1.6,2017.0,Manuelle,Ford,Focus C-MAX,Autres,Essence,7.0
Ben Arous,90.0,189000.0,Noir,65000.0,Nouveau,1.6,2014.0,Automatique,Mercedes-Benz,Classe A,Autres,Essence,6.0
Tunis,90.0,150000.0,Noir,45000.0,Avec kilométrage,1.8,2014.0,Manuelle,Mercedes-Benz,Classe B,Berline,Essence,7.0
Tunis,90.0,126000.0,Blanc,138000.0,Avec kilométrage,1.8,2018.0,Automatique,Mercedes-Benz,Classe C Coupe,Berline,Essence,8.0
Béja,90.0,111111.0,Blanc,15000.0,Avec kilométrage,3.0,2007.0,Manuelle,Toyota,Hi Ace,Utilitaire,Diesel,10.0
Monastir,90.0,80000.0,Gris,18500.0,Avec kilométrage,1.2,2022.0,Manuelle,Opel,GT,Berline,Essence,5.0
Tunis,90.0,216000.0,Noir,60000.0,Nouveau,2.0,2013.0,Automatique,BMW,Serie 5,Berline,Essence,10.0
Tunis,90.0,124600.0,Noir,30000.0,Avec kilométrage,1.2,2020.0,Manuelle,Mahindra,Hover,Autres,Essence,5.0
Sfax,90.0,158000.0,Bleu,65000.0,Avec kilométrage,1.4,2016.0,Manuelle,Audi,A4,Berline,Essence,7.0
Tunis,90.0,89000.0,Blanc,219998.0,Nouveau,1.6,2018.0,Automatique,Mercedes-Benz,Classe CLC,Monospace,Diesel,10.0
Gabès,90.0,300000.0,Noir,13500.0,Avec kilométrage,1.6,1996.0,Manuelle,Fiat,Punto,Autres,Essence,4.0
Médenine,90.0,52000.0,Blanc,35000.0,Avec kilométrage,1.2,2019.0,Manuelle,Peugeot,208,Autres,Essence,4.0
Sousse,90.0,300000.0,Rouge,26000.0,Avec kilométrage,1.5,2010.0,Manuelle,Renault,Megane,Compacte,Diesel,5.0
Ariana,90.0,105000.0,Blanc,75000.0,Avec kilométrage,1.6,2014.0,Automatique,BMW,Serie 3,Autres,Essence,0.0
Monastir,90.0,30000.0,Noir,25000.0,Nouveau,2.0,2002.0,Manuelle,Volkswagen,Passat,Berline,Essence,7.0
Ariana,90.0,170000.0,Bleu,55000.0,Avec kilométrage,1.4,2013.0,Manuelle,BMW,Serie 1,Berline,Essence,6.0
La Manouba,90.0,233000.0,Noir,24900.0,Avec kilométrage,1.2,2010.0,Manuelle,Ford,Fiesta,Autres,Essence,233000.0
Ariana,90.0,148000.0,Gris,19000.0,Avec kilométrage,1.4,2004.0,Manuelle,Peugeot,206,Compacte,Essence,5.0
Tunis,90.0,13000.0,Blanc,49500.0,Avec kilométrage,1.6,2019.0,Manuelle,Volkswagen,Polo,Compacte,Essence,4.0
Tunis,90.0,41000.0,Noir,43000.0,Avec kilométrage,1.5,2019.0,Manuelle,Autres,Autres,Berline,Essence,6.0
Sousse,90.0,171000.0,Blanc,35000.0,Avec kilométrage,3.0,2019.0,Manuelle,Citroen,C3,Autres,Essence,4.0
Nabeul,90.0,125000.0,Gris,28700.0,Avec kilométrage,1.2,2014.0,Manuelle,Renault,Symbol,Berline,Essence,5.0
Kairouan,90.0,103000.0,Gris,54998.0,Avec kilométrage,1.5,2019.0,Manuelle,Citroen,C3,Autres,Diesel,6.0
Tunis,90.0,226000.0,Noir,18700.0,Nouveau,1.4,2003.0,Manuelle,Peugeot,206,Compacte,Essence,4.0
Nabeul,90.0,118.0,Rouge,21000.0,Nouveau,1.3,2019.0,Manuelle,Chery,QQ,Compacte,Essence,4.0
Ariana,90.0,175000.0,Noir,14000.0,Avec kilométrage,1.2,2012.0,Manuelle,Fiat,Punto,Autres,Essence,5.0
Ariana,90.0,190000.0,Blanc,55000.0,Avec kilométrage,2.0,2017.0,Manuelle,Mazda,BT-50,4 x 4,Diesel,9.0
Sousse,90.0,47300.0,Rouge,53000.0,Avec kilométrage,1.5,2021.0,Automatique,Geely,GK-GL,Berline,Essence,6.0
La Manouba,90.0,147000.0,Blanc,40000.0,Avec kilométrage,1.4,2012.0,Manuelle,Volkswagen,Golf 6,Berline,Essence,5.0
Ben Arous,90.0,4444444888.0,Bleu,12002.0,Avec kilométrage,1.3,2001.0,Manuelle,Fiat,Palio,Compacte,Essence,5.0
Tunis,90.0,340.0,Noir,26500.0,Nouveau,1.4,2011.0,Manuelle,Ford,Focus,Autres,Essence,6.0
Sfax,90.0,400.0,Blanc,20000.0,Avec kilométrage,2.2,2006.0,Manuelle,Renault,Trafic,Compacte,Diesel,7.0
Bizerte,90.0,240.0,Bleu,23000.0,Nouveau,1.6,1997.0,Manuelle,BMW,Serie 5,Berline,Essence,25.0
Ben Arous,90.0,157800.0,Gris,46000.0,Avec kilométrage,1.4,2019.0,Manuelle,Suzuki,Baleno,Berline,Essence,5.0
Tunis,90.0,150000.0,Gris,78000.0,Avec kilométrage,1.6,2014.0,Automatique,Mercedes-Benz,Classe CLA,Berline,Essence,8.0
Tunis,90.0,151000.0,Rouge,25000.0,Avec kilométrage,1.6,2011.0,Manuelle,Fiat,Punto,Autres,Essence,25000.0
Tunis,90.0,237.0,Gris,51000.0,Avec kilométrage,1.8,2010.0,Automatique,Mercedes-Benz,Classe C Coupe,Berline,Essence,9.0
Tunis,90.0,89000.0,Blanc,230000.0,Nouveau,1.6,2018.0,Automatique,Mercedes-Benz,Classe CLC,Monospace,Diesel,10.0
Sousse,90.0,250000.0,Blanc,22500.0,RS,1.5,2012.0,Manuelle,Renault,Kangoo,Utilitaire,Diesel,5.0
Tunis,90.0,201024.0,Noir,22500.0,Avec kilométrage,1.4,2012.0,Manuelle,Citroen,C3,Berline,Essence,5.0
Sousse,90.0,71000.0,Blanc,94000.0,Nouveau,1.4,2021.0,Automatique,Seat,Leon,Compacte,Essence,8.0
Tunis,90.0,168000.0,Noir,23000.0,Avec kilométrage,3.0,2014.0,Manuelle,Peugeot,301,Compacte,Essence,5.0
Sfax,90.0,97000.0,Noir,127000.0,Avec kilométrage,2.5,2020.0,Automatique,Toyota,RAV 4,4 x 4,Hybride,9.0
Tunis,90.0,42000.0,Blanc,230000.0,Nouveau,2.0,2021.0,Automatique,Land Rover,Range Rover Evoque,4 x 4,Hybride,13.0
Tunis,90.0,140000.0,Autre,11111.0,Avec kilométrage,1.6,2021.0,Automatique,Volkswagen,Passat,Autres,Diesel,6.0
Ariana,90.0,73762.0,Marron,53000.0,Avec kilométrage,1.2,2017.0,Manuelle,Peugeot,2008,Autres,Essence,5.0
Sousse,90.0,170000.0,Gris,28000.0,Avec kilométrage,1.4,2011.0,Manuelle,Renault,Clio,Berline,Diesel,5.0
Ariana,90.0,130000.0,Noir,55000.0,Avec kilométrage,1.4,2016.0,Manuelle,Ssangyong,Family,Autres,Essence,7.0
Bizerte,90.0,130000.0,Rouge,51000.0,Avec kilométrage,1.6,2018.0,Manuelle,MG,ZS,Compacte,Essence,7.0
Monastir,90.0,172000.0,Noir,22500.0,Avec kilométrage,1.4,2011.0,Manuelle,Peugeot,206+,Berline,Essence,5.0
Sousse,90.0,82000.0,Bleu,68000.0,Avec kilométrage,3.0,2021.0,Manuelle,Ssangyong,Family,Autres,Essence,6.0
Béja,90.0,300.0,Blanc,15500.0,Avec kilométrage,1.6,2008.0,Manuelle,Fiat,Scudo,Autres,Diesel,5.0
Ariana,90.0,142000.0,Noir,64000.0,Avec kilométrage,1.2,2019.0,Automatique,Volkswagen,Golf 7,Compacte,Essence,5.0
Nabeul,90.0,225000.0,Noir,26398.0,Avec kilométrage,1.2,2010.0,Manuelle,Volkswagen,Polo,Autres,Essence,5.0
Monastir,90.0,200000.0,Gris,21000.0,Avec kilométrage,1.4,2007.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Tunis,90.0,350000.0,Gris,25000.0,Avec kilométrage,2.0,2003.0,Manuelle,Mercedes-Benz,Classe E,Berline,Diesel,7.0
Médenine,90.0,300.0,Blanc,35000.0,Nouveau,1.6,1995.0,Automatique,Mercedes-Benz,210,Compacte,Diesel,7.0
Ben Arous,90.0,68000.0,Gris,295000.0,Avec kilométrage,2.0,2021.0,Automatique,Audi,Q7,4 x 4,Essence,16.0
Tunis,90.0,158000.0,Autre,29000.0,Avec kilométrage,1.2,2016.0,Manuelle,Peugeot,208,Compacte,Essence,1199.0
Ariana,90.0,240000.0,Rouge,26000.0,Avec kilométrage,1.4,2016.0,Manuelle,Citroen,Nemo,Berline,Diesel,5.0
Bizerte,90.0,39000.0,Rouge,48000.0,Avec kilométrage,1.5,2019.0,Manuelle,MG,3,Autres,Essence,6.0
Tunis,90.0,112000.0,Noir,37000.0,Avec kilométrage,1.2,2016.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Ben Arous,90.0,159.0,Autre,23200.0,Avec kilométrage,1.4,2009.0,Manuelle,Ford,Fiesta,Monospace,Essence,5.0
Tunis,90.0,232000.0,Gris,21000.0,Avec kilométrage,1.4,2006.0,Manuelle,Chevrolet,Aveo,Compacte,Essence,5.0
Sfax,90.0,236000.0,Blanc,122345.0,Avec kilométrage,1.8,2011.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,9.0
Ben Arous,90.0,29518720.0,Autre,11111.0,Nouveau,1.6,2022.0,Automatique,Kia,Rio,Berline,Essence,5.0
Béja,90.0,135000.0,Noir,37000.0,Avec kilométrage,1.2,2017.0,Manuelle,Renault,Clio,Autres,Essence,5.0
Ariana,90.0,105000.0,Gris,40500.0,Avec kilométrage,1.6,2020.0,Manuelle,Toyota,Yaris,Autres,Essence,4.0
Nabeul,90.0,150000.0,Noir,58000.0,Avec kilométrage,1.6,2021.0,Manuelle,Citroen,Berlingo,Utilitaire,Diesel,5.0
Tunis,90.0,55000.0,Blanc,42000.0,Avec kilométrage,3.0,2018.0,Manuelle,Fiat,Doblo,Utilitaire,Diesel,5.0
Jendouba,90.0,160000.0,Noir,38500.0,Avec kilométrage,1.2,2016.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Tunis,90.0,211000.0,Doré,45000.0,Avec kilométrage,2.0,2007.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,11.0
Monastir,90.0,70000.0,Bleu,68000.0,Avec kilométrage,1.5,2021.0,Automatique,MG,ZS,4 x 4,Essence,7.0
Nabeul,90.0,119000.0,Blanc,28000.0,Avec kilométrage,1.2,2021.0,Manuelle,Citroen,C-Elysée,Compacte,Essence,5.0
Nabeul,90.0,167.0,Blanc,36000.0,Nouveau,2.0,2011.0,Manuelle,Volkswagen,Transporter,Utilitaire,Diesel,7.0
Le Kef,90.0,290.0,Camel,25500.0,Avec kilométrage,1.4,2011.0,Manuelle,Kia,Rio,Berline,Essence,6.0
Mahdia,90.0,160000.0,Blanc,103000.0,Avec kilométrage,1.4,2018.0,Automatique,Audi,A5,Compacte,Essence,8.0
Sfax,90.0,204000.0,Blanc,44000.0,Avec kilométrage,1.2,2018.0,Manuelle,Seat,Leon,Compacte,Essence,6.0
Ariana,90.0,134000.0,Gris,36500.0,Avec kilométrage,1.2,2017.0,Automatique,Citroen,C3,Autres,Essence,5.0
Bizerte,90.0,120000.0,Blanc,88000.0,Avec kilométrage,1.6,2019.0,Automatique,Kia,Sportage,4 x 4,Essence,8.0
Siliana,90.0,300.0,Gris,20000.0,Nouveau,1.4,2001.0,Manuelle,Renault,Clio,Autres,Essence,24901494.0
Sfax,90.0,35000.0,Noir,25500.0,Nouveau,1.8,2021.0,Manuelle,Chery,QQ,Compacte,Essence,4.0
Sfax,90.0,93500.0,Blanc,51000.0,Avec kilométrage,1.6,2020.0,Manuelle,Skoda,Fabia,Compacte,Essence,4.0
Monastir,90.0,172000.0,Gris,35000.0,Avec kilométrage,2.2,2004.0,Automatique,Mercedes-Benz,Classe CLK,Cabriolet,Essence,11.0
Tunis,90.0,167000.0,Noir,52000.0,Avec kilométrage,1.6,2018.0,Manuelle,Seat,Arosa,Compacte,Essence,6.0
Sousse,90.0,160000.0,Noir,32000.0,Avec kilométrage,1.9,2018.0,Manuelle,Citroen,Berlingo,Autres,Diesel,9.0
Sfax,90.0,190000.0,Blanc,60000.0,Nouveau,1.5,2015.0,Manuelle,Kia,Sportage,4 x 4,Diesel,6.0
Nabeul,90.0,94708.0,Gris,30000.0,Avec kilométrage,1.6,2019.0,Manuelle,Dacia,Logan,Compacte,Essence,5.0
Mahdia,90.0,90000.0,Gris,155000.0,Non dédouanné,2.2,2019.0,Automatique,Mercedes-Benz,Classe C Coupe,Compacte,Diesel,11.0
Médenine,90.0,107000.0,Marron,32000.0,Avec kilométrage,1.6,2018.0,Manuelle,Lincoln,Town Car,4 x 4,Essence,6.0
Tunis,90.0,200000.0,Autre,33000.0,Avec kilométrage,1.4,2009.0,Automatique,Volkswagen,Golf 6,Autres,Essence,240.0
Béja,90.0,165280.0,Rouge,26000.0,Nouveau,1.4,2016.0,Manuelle,Fiat,Punto,Autres,Essence,4.0
Ariana,90.0,172000.0,Blanc,48000.0,Avec kilométrage,2.0,2012.0,Automatique,BMW,X1,4 x 4,Essence,9.0
Nabeul,90.0,178.0,Noir,19500.0,Avec kilométrage,1.2,2008.0,Manuelle,Ford,Focus,Compacte,Essence,6.0
La Manouba,90.0,117000.0,Blanc,25800.0,Nouveau,1.2,2013.0,Manuelle,Peugeot,208,Compacte,Essence,5.0
Sfax,90.0,195000.0,Bleu,285000.0,Avec kilométrage,1.4,2013.0,Manuelle,Citroen,C4,Compacte,Essence,6.0
Zaghouan,90.0,301000.0,Gris,24000.0,Avec kilométrage,1.9,2011.0,Manuelle,Citroen,Berlingo,Compacte,Diesel,7.0
Sfax,90.0,614000.0,Noir,55000.0,Avec kilométrage,1.4,2018.0,Manuelle,Mazda,MX3,Berline,Essence,6.0
Tunis,90.0,202000.0,Autre,80000.0,Avec kilométrage,1.8,2014.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,8.0
Tunis,90.0,154000.0,Noir,48000.0,Avec kilométrage,1.6,2013.0,Manuelle,Mercedes-Benz,Classe A,Berline,Essence,6.0
Sousse,90.0,65000.0,Noir,34500.0,Nouveau,1.2,2021.0,Manuelle,Mahindra,Hover,Berline,Essence,111111.0
Tunis,90.0,200000.0,Noir,26500.0,Avec kilométrage,1.9,2008.0,Manuelle,Alfa Romeo,159,Berline,Diesel,6.0
Ariana,90.0,110.0,Rouge,26000.0,Nouveau,1.6,2014.0,Manuelle,Nissan,Micra,Autres,Essence,5.0
Ariana,90.0,206740.0,Gris,27000.0,Nouveau,1.2,2012.0,Manuelle,Citroen,C4,Autres,Essence,2.0
Sfax,90.0,270000.0,Noir,21000.0,Nouveau,3.0,2009.0,Automatique,Renault,Messenger,Utilitaire,Essence,7.0
Tunis,90.0,255000.0,Blanc,30000.0,Avec kilométrage,1.2,2013.0,Manuelle,Ford,Fiesta,Compacte,Essence,5.0
Ben Arous,90.0,150000.0,Blanc,43000.0,Avec kilométrage,1.6,2020.0,Manuelle,Peugeot,Partner,Autres,Diesel,5.0
Tunis,90.0,168000.0,Noir,59000.0,Avec kilométrage,1.6,2009.0,Automatique,Jeep,Grand Cherokee,4 x 4,Essence,15.0
Sousse,90.0,96000.0,Gris,41300.0,Avec kilométrage,1.2,2018.0,Manuelle,Citroen,C4,Compacte,Essence,6.0
Tunis,90.0,101000.0,Gris,48000.0,Avec kilométrage,1.2,2017.0,Manuelle,Peugeot,2008,Compacte,Essence,5.0
Tunis,90.0,140000.0,Gris,37500.0,RS,1.6,2015.0,Manuelle,Volkswagen,Caddy,Compacte,Diesel,6.0
Ben Arous,90.0,227.0,Blanc,22000.0,Avec kilométrage,2.0,2012.0,Automatique,Mazda,CX7,4 x 4,Essence,15.0
Sousse,90.0,59000.0,Blanc,45000.0,Avec kilométrage,1.5,2019.0,Manuelle,Autres,Autres,Autres,Essence,6.0
Tunis,90.0,170000.0,Bleu,21000.0,Avec kilométrage,1.2,2009.0,Manuelle,Renault,Clio,Berline,Essence,5.0
La Manouba,90.0,143000.0,Noir,160000.0,Avec kilométrage,1.6,2019.0,Manuelle,Chery,QQ,Autres,Essence,4.0
Sfax,90.0,144000.0,Noir,59500.0,Avec kilométrage,1.4,2015.0,Manuelle,Volkswagen,Golf 7,Berline,Essence,5.0
Tunis,90.0,94000.0,Noir,41000.0,Nouveau,1.2,2017.0,Manuelle,Citroen,C4 Cactus,Compacte,Essence,5.0
Ben Arous,90.0,282.0,Noir,18500.0,Avec kilométrage,1.4,2003.0,Manuelle,Peugeot,307,Berline,Essence,5.0
Sidi Bouzid,90.0,260000.0,Blanc,11000.0,Avec kilométrage,2.0,2001.0,Manuelle,Toyota,Hilux,Autres,Diesel,10.0
Sfax,90.0,170.0,Noir,58500.0,Avec kilométrage,1.2,2019.0,Manuelle,Seat,Leon,Compacte,Essence,6.0
Nabeul,90.0,42000.0,Autre,42500.0,Nouveau,1.6,2022.0,Manuelle,Hyundai,I 10,Compacte,Essence,4.0
